text;label
взаимодействие с подразделениями клуба;0
ведение документации и отчетности;1
решение конфликтных ситуаций;0
прием входящих звонков и осуществление исходящих вызовов консультирование потребителей предоставление развернутых ответов потребителям в соответствии с действующим законодательством по вопросам;1
заключения договоров на услугу по обращению с тко расторжение договоров;0
начислений осуществления перерасчетов подготовки и направления квитанций;0
исполнения договоров по обращению с тко;0
подготовка письменных ответов по обращениям потребителей;1
ведение установленной отчетности по обращениям потребителей;1
лицо школы точка входа для родителей;0
координатор работы всей команды тренерского состава управляющего учеников и их родителей;0
организатор мероприятий инициатор и душа всей движухи;0
менеджер сообщества коммуникатор с родителями на дружеской волне;0
продавец абонементов и кассир;0
тот кто умеет подбодрить расположить установить доверие;0
тот кто умеет услышать родителей и донести информацию до руководства;0
улаживатель нюансов сглаживатель любых острых углов;0
тот кто делает хорошо для всех создатель атмосферы;0
тот кто любит точность вносит информацию в отчеты аккуратен в цифрах;0
работа с клиентами сервис для клиентов продажа косметических средств;0
знание всех услуг и косметических средств салона умение грамотно консультировать клиентов;0
работа в программе онлайн записи yclients;0
следить за чистотой в салоне и наличием всего необходимого ;0
взаимодействовать с мастерами салона и другим персоналом;0
запись пациентов на прием;1
работа с картотекой;1
информирование об услугах компании;1
ведение кассовых операций;0
координация работы клиники;1
составление расписания специалистов;1
консультирование клиентов по комплексу услуг компании при встрече в офисе и по телефону;1
оформление документов и контроль документооборота в сфере своей компетенции;1
отслеживание платежей;1
формирование учебных групп;1
ведение клиентской базы;1
активные продажи нацеленные на результат;0
курирование имеющихся групп и студентов;0
создание контента для социальных сетей;0
поддержание чистоты и порядка в школе;0
встреча прим и оформление клиентов;0
презентация услуг компании и помощь в выборе;0
информирование клиентов о сроках исполнения анализов и их стоимости;1
взаимодействие с медицинским персоналом ;0
обслуживание клиентов фитнесклуба quotкубикиquot;0
ответы на входящие телефонные звонки;1
предоставление клиенту материалов информационнорекламного характера;1
информационно справочное сопровождение пациентов в регистратуре;1
встреча гостей оформление договоров;1
работа с кассовым аппаратом и терминалом для пластиковых карт;0
консультирование гостей об услугах компании;1
прием и распределение входящих звонков и документации;1
составление итоговых отчетов за смену;1
работа в регистратуре запись пациентов на прием к врачу оформление договоров амбулаторных карт;1
ведение документации в электронном и бумажном виде;1
консультирование посетителей по услугам центра подбору очков выполнение стандартов работы по обслуживанию посетителей;1
закуп товара ведение отчетности;0
встреча и сопровождение входящего потока гостей партнеров кандидатов на работу в компанию;0
составление заявок на канцелярию для работников оформление заявок на воду;1
принятие передача входящей и исходящей документации;1
работа с архивом документов ;1
организационные вопросы ;0
контроль чистоты и порядка;0
участие в разработке календарного плана мероприятий в экодомах;0
администрирование работы экодома;0
консультирование посетителей в тч по приему вторичного сырья и действующей программе лояльности для участников проекта;1
прием вторичного сырья;0
прием заявок на посещение экодома и ведение графика посещений;1
оформление зала соблюдение и поддержание порядка в тч влажная уборка помещения;0
подготовка отчетов для руководителя;1
входящие звонки;1
встреча гостей;0
ведение кассовой отчтности;0
содержание помещения в надлежащем порядке;0
открытие закрытие барбершопа;0
отвечать на звонки прозванивать запись на сегодняшний и завтрашний день;1
контролировать работу ресепшена ;0
контролировать дисциплину и качества работ мастеров;0
вести запись в программе yclients продажа услуг;0
продажа косметики;0
контролировать работу всех сотрудников барбершопа;0
решать спорные вопросы возникающие в процессе работы между сотрудниками;0
контролировать чистоту барбершопа;0
заказывать косметику у поставщиков принимать поставки и контролировать чистоту склада;0
осуществлять расчет персонала и гостей;0
сводить кассовую отчетность за смену в случае несостыковки осуществлять коррекцию приходарасхода;1
составлять отчеты за прошедшую неделю;1
вести внутреннюю документацию;1
нести ответственность за решение конфликтных ситуаций в студии как с клиентами так и с сотрудниками;0
консультирование внутренних сотрудников по текущим вопросам;1
распределение звонков по специалистам;1
взаимодействие с клиентами по пакету документов;1
выполнение поручений руководства отдела;0
встреча и сопровождение пациентов создание комфортной атмосферы в клинике;0
консультирование клиентов и презентация услуг клиники;1
работа с входящими и исходящими телефонными звонками;1
запись на прием оформление первичной медицинской документации;1
работа с платежами и кассой;0
прим входящих звонков;1
напоминание пациентам о приме;1
работа с отчтностью;1
приготовление чаякофе для пациентов;0
встреча прием и оформление клиентов;0
презентация услуг компании и помощь в выборе;0
информирование клиентов о сроках исполнения анализов и их стоимости;1
выдача результатов анализов;0
взаимодействие с медицинским персоналом ;0
ведение рабочей документации;1
поддержание порядка и наличия материалов в центре;0
прием входящих звонков консультирование клиентов;1
работа в системе бронирования;1
подготовка отчетных документов для гостей;1
взаимодействие с менеджерами по заселению;0
работа на регистратуре прием звонков запись пациентов;1
работа с расписанием прием и встреча пациентов;0
работа с кассой;0
встреча пациентов создание комфортной атмосферы в клинике;0
запись на прием;1
работа с кассой;0
консультирование пациентов по услугам клиники;1
работа с первичной документацией;1
сотрудничество с коллцентром;0
прием звонков и консультирование пациентов диагностического центра по стоимости услуг условиям проведения исследования акциям предложениям итд;1
оформление первичных медицинских документов;1
продажа услуг центра;0
управление потоком пациентов запись пациентов на исследование формирование и контроль очередности оперативное внесение изменений в запись;1
ведение отчтности в рамках компетенции;1
работа с ккм;0
обеспечение сервиса обслуживания пациентов создание для них комфортных условий ;1
обеспечение надлежащего качества презентабельности санитарного режима в центре;0
контроль за соблюдением порядка и чистоты в центре;0
планирование потребностей клиник в материальных трудовых и прочих ресурсах;1
организация и контроль работы гипермаркета;1
работа с эффективностью магазина;1
управление товародвижением анализ результатов деятельности гипермаркета анализ конкурентного рынка ценообразования;1
проведение совещаний рабочих встреч с руководителями подразделений решение оперативных вопросов;0
участие в обучении и развитии управленческого персонала;0
взаимодействие с контролирующими инстанциями;0
обслуживание и консультация покупателей в торговом зале;0
поддержание стандартов работы магазина;0
работа в программе с контрольнокассовое обслуживание отчетность;1
контроль работы персонала;0
презентация товара и бренда;0
выполнение индивидуального плана продаж;0
организация работы магазина;0
контроль работы сотрудников;1
выполнение плана по товарообороту минимизация потерь;1
взаимодействие с проверяющими органами;0
ведение отчетности и анализ плановых показателей магазина;1
контроль заказов приемки списания и сроков годности товаров планирование запасов и ротация;0
инвентаризации;0
организация работы магазина;0
контроль работы сотрудников;1
выполнение плана по товарообороту минимизация потерь;1
взаимодействие с проверяющими органами;0
ведение отчетности и анализ плановых показателей магазина;1
контроль заказов приемки списания и сроков годности товаров планирование запасов и ротация;0
инвентаризации;0
организация эффективной работы работников смены;1
организация работы расчетнокассового узла кассовая отчетность;0
работа с товаром в торговом зале и на складе;0
обслуживание покупателей в торговом зале;0
работа с претензиями и возвратами от покупателей;0
организация работы магазина;0
контроль работы сотрудников;1
отслеживание ввода первичной документации в с а также проверка разноски банковских операций работа с налоговыми органами и фондами сверка формирование отчетности в по разным организациям ответы на требования;1
обеспечение контроля корректности оформления первичной документации;1
отражение операций в учете в части реализации товаров работ услуг полный документооборот и сверка расчетов;1
отражение операций в учете части поступления товаров работ услуг контроль поступления и движение документов расчетов с поставщиками и подрядчиками сверка взаиморасчетов;1
контроль дебиторской и кредиторской задолженности;1
отражение операций и контроль учета перемещения и списания гсм тмц;1
контроль и учет кассовых операций;1
выполнение отдельных поручений руководства;0
ведение бухучета нескольких юрлиц;0
прием и увольнение сотрудников переводы приказы;0
составление трудовых договоров договоров гпх;0
начисление заработной платы страховых взносов ндфл контроль всех счетов;0
составление и сдача отчетности;1
контроль дебиторской и кредиторской задолженности контроль лизинговых и кредитных платежей;0
выполнение заданий руководителя;0
расчет и начисление заработной платы в программе с зуп ;0
начисление суммы отпускных и листов нетрудоспособности;0
работа с табелем учета рабочего времени;1
работа с исполнительными документами;1
выполнение поручений по добавлению готового контента на сайт;0
выявление и устранение ошибок сайта;0
сайт на вордпрессе;0
организация работы по подготовке встреч и совещаний проводимых с участием главных редакторов ;0
по поручению главных редакторов составление писем запросов служебных записок справок авансовых отчетов и других документов;1
подготовка мониторингов оперативной и обязательной отчетности;1
транспортное обеспечение подразделения ;0
решение организационных вопросов при подготовке к съемкам;0
курирование договоров по направлению деятельности подразделения ;0
соблюдение параметров бюджета подразделения;0
установление и поддержка контакта с внешней средой ;0
взаимодействие со специалистами общества по вопросам в пределах своей компетенции;0
отбор для эфира подготовленных сюжетов;0
написание и редактирование текстов;0
редактирование и выпуск новостных программ в течении дня;0
уверенное знание редполитики агентства;0
написание информационных и коммерческих текстов в соответствии с тз и tov клиента для проектов компании;0
оперативное внесение правок в тексты от редактора;0
погружение в тему проекта изучение сайта заказчика задач и целей конкретного текста релевантных примеров;0
четкая ориентированность на результат для клиента понимание его основных целей;0
строгое соблюдение дедлайнов;0
осуществление руководства отделом отраслевых мероприятий;0
подготовка к проведению мероприятий ;0
расшифровка согласование текстов и видео съемки после интернетконференции выставление информации на сайт;0
информационное администрирование сайта тюменьмедиа;0
составление отчетности квартальный отчет по прессконференциям квартальный отчет по семинарам;1
внутренняя отделка помещений;0
штукатурно молярные работы;0
установка дверей;0
монтаж ламината;0
работа на высоте;0
окраска металлоконструкций и трубопроводов;0
вахта выплата заработной платы раза в месяц на карту любого банка зп ученика рмес маляр до рмес в зависимости от разряда и опыта предприятие предоставляет питание проживание спецодежду проезд прямой работодатель;0
нанесение знаков и надписей на вагонцистерны контейнерцистерны;0
проверка наличия табличек надписей на вагонцистернах и контейнерцистернах и при необходимости их обновление;0
покраска зданий оборудования сооружений;0
подготовка оборудования к работе выполнение работ ;0
выполнение работ по обеспыливаниюобезжириванию и окраскенанесению защитных покрытий на металлические поверхности;0
контроль за дебиторской и кредиторской задолженности;0
работа с банками подготовка заявок на финансирование обработка данных по запросу ;0
формирование отчетности для банка в рамках проектного финансирования ежемесячно ежеквартально;1
формирование реестра платежей в рамках проектного финансирования;0
формирование реестра выполненных работ в рамках проектного финансирования;0
работа с клиент банком ;0
